Country Name,Country Code,Region,IncomeGroup,Year,Production
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2002,67.72
Cuba,CUB,Latin America & Caribbean,Upper middle income,2002,130.06
Cyprus,CYP,Europe & Central Asia,High income,2002,177.97
Czechia,CZE,Europe & Central Asia,High income,2002,80.86
Germany,DEU,Europe & Central Asia,High income,2002,91.73
Djibouti,DJI,Middle East & North Africa,Lower middle income,2002,78.68
Dominica,DMA,Latin America & Caribbean,Upper middle income,2002,96.41
Denmark,DNK,Europe & Central Asia,High income,2002,84.99
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2002,58.8
Algeria,DZA,Middle East & North Africa,Lower middle income,2002,37.64
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2002,76.44
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2002,75.7
Eritrea,ERI,Sub-Saharan Africa,Low income,2002,60.02
Spain,ESP,Europe & Central Asia,High income,2002,92.29
Estonia,EST,Europe & Central Asia,High income,2002,53.87
Ethiopia,ETH,Sub-Saharan Africa,Low income,2002,37.74
Finland,FIN,Europe & Central Asia,High income,2002,106.43
Fiji,FJI,East Asia & Pacific,Upper middle income,2002,151.39
France,FRA,Europe & Central Asia,High income,2002,103.5
Faroe Islands,FRO,Europe & Central Asia,High income,2002,94.4
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2002,92.1
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2002,72.7
United Kingdom,GBR,Europe & Central Asia,High income,2002,98.1
Georgia,GEO,Europe & Central Asia,Upper middle income,2002,122.24
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2002,59.68
Guinea,GIN,Sub-Saharan Africa,Low income,2002,61.9
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2002,73.82
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2002,63.33
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2002,76.18
Greece,GRC,Europe & Central Asia,High income,2002,112.59
Grenada,GRD,Latin America & Caribbean,Upper middle income,2002,124.74
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2002,56.48
Guyana,GUY,Latin America & Caribbean,Upper middle income,2002,74.05
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2002,94.41
Honduras,HND,Latin America & Caribbean,Lower middle income,2002,67.93
Croatia,HRV,Europe & Central Asia,High income,2002,87.92
Haiti,HTI,Latin America & Caribbean,Lower middle income,2002,58.74
Hungary,HUN,Europe & Central Asia,High income,2002,78.66
Indonesia,IDN,East Asia & Pacific,Lower middle income,2002,64.69
India,IND,South Asia,Lower middle income,2002,60.63
Ireland,IRL,Europe & Central Asia,High income,2002,94.98
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,2002,84.21
Iraq,IRQ,Middle East & North Africa,Upper middle income,2002,149.8
Iceland,ISL,Europe & Central Asia,High income,2002,71.02
Israel,ISR,Middle East & North Africa,High income,2002,95.65
Italy,ITA,Europe & Central Asia,High income,2002,107.89
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2002,105.31
Jordan,JOR,Middle East & North Africa,Upper middle income,2002,67.6
Japan,JPN,East Asia & Pacific,High income,2002,112.28
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2002,67.39
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2002,66.9
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2002,78.79
Cambodia,KHM,East Asia & Pacific,Lower middle income,2002,34.61
Kiribati,KIR,East Asia & Pacific,Lower middle income,2002,61.7
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2002,482.49
"Korea, Rep.",KOR,East Asia & Pacific,High income,2002,108.67
Kuwait,KWT,Middle East & North Africa,High income,2002,39.1
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2002,36.4
Lebanon,LBN,Middle East & North Africa,Lower middle income,2002,92.4
Liberia,LBR,Sub-Saharan Africa,Low income,2002,86.55
Libya,LBY,Middle East & North Africa,Upper middle income,2002,88.67
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2002,211.16
Sri Lanka,LKA,South Asia,Lower middle income,2002,71.74
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2002,110.08
Lithuania,LTU,Europe & Central Asia,High income,2002,63.2
Luxembourg,LUX,Europe & Central Asia,High income,2002,122.9
Latvia,LVA,Europe & Central Asia,High income,2002,57.53
"Macao SAR, China",MAC,East Asia & Pacific,High income,2002,83.33
Morocco,MAR,Middle East & North Africa,Lower middle income,2002,64.11
Moldova,MDA,Europe & Central Asia,Upper middle income,2002,92.86
Madagascar,MDG,Sub-Saharan Africa,Low income,2002,71.84
Maldives,MDV,South Asia,Upper middle income,2002,123.3
Mexico,MEX,Latin America & Caribbean,Upper middle income,2002,74.78
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2002,59.33
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2002,65.51
Mali,MLI,Sub-Saharan Africa,Low income,2002,40.29
Malta,MLT,Middle East & North Africa,High income,2002,96.18
Myanmar,MMR,East Asia & Pacific,Lower middle income,2002,68.02
Mongolia,MNG,East Asia & Pacific,Lower middle income,2002,33.53
Mozambique,MOZ,Sub-Saharan Africa,Low income,2002,64.26
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2002,54.24
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2002,117.3
Malawi,MWI,Sub-Saharan Africa,Low income,2002,36.12
Malaysia,MYS,East Asia & Pacific,Upper middle income,2002,73.64
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2002,66.92
New Caledonia,NCL,East Asia & Pacific,High income,2002,76.77
Niger,NER,Sub-Saharan Africa,Low income,2002,47.41
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2002,69.1
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2002,66.88
Netherlands,NLD,Europe & Central Asia,High income,2002,91.2
Norway,NOR,Europe & Central Asia,High income,2002,92.22
Nepal,NPL,South Asia,Lower middle income,2002,64.89
Nauru,NRU,East Asia & Pacific,High income,2002,89.4
New Zealand,NZL,East Asia & Pacific,High income,2002,74.61
Oman,OMN,Middle East & North Africa,High income,2002,66.22
Pakistan,PAK,South Asia,Lower middle income,2002,72.07
Panama,PAN,Latin America & Caribbean,High income,2002,104.42
Peru,PER,Latin America & Caribbean,Upper middle income,2002,64.73
Philippines,PHL,East Asia & Pacific,Lower middle income,2002,76.85
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2002,75.65
Poland,POL,Europe & Central Asia,High income,2002,95.49
Puerto Rico,PRI,Latin America & Caribbean,High income,2002,115.13
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,2002,98.13
Portugal,PRT,Europe & Central Asia,High income,2002,88.92
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2002,47.61
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2002,157.98
French Polynesia,PYF,East Asia & Pacific,High income,2002,97.88
Qatar,QAT,Middle East & North Africa,High income,2002,68.04
Romania,ROU,Europe & Central Asia,High income,2002,78.79
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2002,72.14
Rwanda,RWA,Sub-Saharan Africa,Low income,2002,103.69
Saudi Arabia,SAU,Middle East & North Africa,High income,2002,120.65
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2002,41.77
Singapore,SGP,East Asia & Pacific,High income,2002,53.23
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2002,85.08
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2002,41.9
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2002,92.33
Somalia,SOM,Sub-Saharan Africa,Low income,2002,106.19
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2002,113.83
Suriname,SUR,Latin America & Caribbean,Upper middle income,2002,53.17
Slovak Republic,SVK,Europe & Central Asia,High income,2002,87.69
Slovenia,SVN,Europe & Central Asia,High income,2002,117.45
Sweden,SWE,Europe & Central Asia,High income,2002,89.21
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2002,84.25
Seychelles,SYC,Sub-Saharan Africa,High income,2002,118.02
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2002,157.2
Chad,TCD,Sub-Saharan Africa,Low income,2002,54.51
Togo,TGO,Sub-Saharan Africa,Low income,2002,72.59
Thailand,THA,East Asia & Pacific,Upper middle income,2002,78.55
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2002,55.81
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2002,101.38
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2002,102.55
Tonga,TON,East Asia & Pacific,Upper middle income,2002,104.06
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2002,216.72
Tunisia,TUN,Middle East & North Africa,Lower middle income,2002,51.15
Turkiye,TUR,Europe & Central Asia,Upper middle income,2002,84.67
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2002,87.66
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2002,54.7
Uganda,UGA,Sub-Saharan Africa,Low income,2002,126.69
Ukraine,UKR,Europe & Central Asia,Lower middle income,2002,55.48
Uruguay,URY,Latin America & Caribbean,High income,2002,38.57
United States,USA,North America,High income,2002,74.57
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2002,50.93
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2002,78.69
"Venezuela, RB",VEN,Latin America & Caribbean,,2002,90.46
Vietnam,VNM,East Asia & Pacific,Lower middle income,2002,65.63
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2002,76.77
Samoa,WSM,East Asia & Pacific,Lower middle income,2002,85.4
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2002,81.49
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2002,89.49
Zambia,ZMB,Sub-Saharan Africa,Low income,2002,42.18
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2002,97.02
Afghanistan,AFG,South Asia,Low income,2003,69.54
Angola,AGO,Sub-Saharan Africa,Lower middle income,2003,41.67
Albania,ALB,Europe & Central Asia,Upper middle income,2003,54.89
United Arab Emirates,ARE,Middle East & North Africa,High income,2003,186.66
Argentina,ARG,Latin America & Caribbean,Upper middle income,2003,67.31
Armenia,ARM,Europe & Central Asia,Upper middle income,2003,49.38
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2003,104.41
Australia,AUS,East Asia & Pacific,High income,2003,60.19
Austria,AUT,Europe & Central Asia,High income,2003,97.56
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2003,75.83
Burundi,BDI,Sub-Saharan Africa,Low income,2003,87.59
Belgium,BEL,Europe & Central Asia,High income,2003,93.45
Benin,BEN,Sub-Saharan Africa,Lower middle income,2003,65.39
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2003,66.76
Bangladesh,BGD,South Asia,Lower middle income,2003,64.33
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2003,69.07
Bahrain,BHR,Middle East & North Africa,High income,2003,82.32
"Bahamas, The",BHS,Latin America & Caribbean,High income,2003,64.78
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2003,73.34
Belarus,BLR,Europe & Central Asia,Upper middle income,2003,87.31
Belize,BLZ,Latin America & Caribbean,Upper middle income,2003,91.32
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2003,64.05
Brazil,BRA,Latin America & Caribbean,Upper middle income,2003,66.5
Barbados,BRB,Latin America & Caribbean,High income,2003,199.1
Brunei Darussalam,BRN,East Asia & Pacific,High income,2003,91.71
Bhutan,BTN,South Asia,Lower middle income,2003,64.38
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2003,74.52
Central African Republic,CAF,Sub-Saharan Africa,Low income,2003,85.81
Canada,CAN,North America,High income,2003,64.53
Switzerland,CHE,Europe & Central Asia,High income,2003,93.01
Chile,CHL,Latin America & Caribbean,High income,2003,80.08
China,CHN,East Asia & Pacific,Upper middle income,2003,67.18
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2003,66.83
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2003,46.24
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2003,46.29
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2003,66.98
Colombia,COL,Latin America & Caribbean,Upper middle income,2003,80.56
Comoros,COM,Sub-Saharan Africa,Lower middle income,2003,88.5
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2003,92.84
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2003,70.69
Cuba,CUB,Latin America & Caribbean,Upper middle income,2003,131.46
Cyprus,CYP,Europe & Central Asia,High income,2003,169.52
Czechia,CZE,Europe & Central Asia,High income,2003,67.93
Germany,DEU,Europe & Central Asia,High income,2003,81.79
Djibouti,DJI,Middle East & North Africa,Lower middle income,2003,74.13
Dominica,DMA,Latin America & Caribbean,Upper middle income,2003,87.77
Denmark,DNK,Europe & Central Asia,High income,2003,88.22
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2003,63.09
Algeria,DZA,Middle East & North Africa,Lower middle income,2003,49.0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2003,82.03
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2003,77.09
Eritrea,ERI,Sub-Saharan Africa,Low income,2003,71.37
Spain,ESP,Europe & Central Asia,High income,2003,105.08
Estonia,EST,Europe & Central Asia,High income,2003,53.1
Ethiopia,ETH,Sub-Saharan Africa,Low income,2003,39.19
Finland,FIN,Europe & Central Asia,High income,2003,99.31
Fiji,FJI,East Asia & Pacific,Upper middle income,2003,135.98
France,FRA,Europe & Central Asia,High income,2003,90.09
Faroe Islands,FRO,Europe & Central Asia,High income,2003,93.76
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2003,92.12
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2003,73.13
United Kingdom,GBR,Europe & Central Asia,High income,2003,93.17
Georgia,GEO,Europe & Central Asia,Upper middle income,2003,159.53
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2003,62.25
Guinea,GIN,Sub-Saharan Africa,Low income,2003,64.75
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2003,96.16
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2003,62.48
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2003,79.15
Greece,GRC,Europe & Central Asia,High income,2003,102.42
Grenada,GRD,Latin America & Caribbean,Upper middle income,2003,109.36
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2003,57.94
Guyana,GUY,Latin America & Caribbean,Upper middle income,2003,78.3
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2003,94.82
Honduras,HND,Latin America & Caribbean,Lower middle income,2003,76.41
Croatia,HRV,Europe & Central Asia,High income,2003,63.36
Haiti,HTI,Latin America & Caribbean,Lower middle income,2003,59.9
Hungary,HUN,Europe & Central Asia,High income,2003,70.5
Indonesia,IDN,East Asia & Pacific,Lower middle income,2003,69.26
India,IND,South Asia,Lower middle income,2003,68.96
Ireland,IRL,Europe & Central Asia,High income,2003,100.09
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,2003,86.61
Iraq,IRQ,Middle East & North Africa,Upper middle income,2003,123.09
Iceland,ISL,Europe & Central Asia,High income,2003,64.87
Israel,ISR,Middle East & North Africa,High income,2003,90.65
Italy,ITA,Europe & Central Asia,High income,2003,104.11
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2003,110.15
Jordan,JOR,Middle East & North Africa,Upper middle income,2003,58.48
Japan,JPN,East Asia & Pacific,High income,2003,105.68
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2003,66.08
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2003,67.91
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2003,84.45
Cambodia,KHM,East Asia & Pacific,Lower middle income,2003,42.48
Kiribati,KIR,East Asia & Pacific,Lower middle income,2003,62.08
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2003,484.9
"Korea, Rep.",KOR,East Asia & Pacific,High income,2003,102.79
Kuwait,KWT,Middle East & North Africa,High income,2003,47.84
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2003,34.84
Lebanon,LBN,Middle East & North Africa,Lower middle income,2003,88.8
Liberia,LBR,Sub-Saharan Africa,Low income,2003,85.99
Libya,LBY,Middle East & North Africa,Upper middle income,2003,90.99
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2003,171.8
Sri Lanka,LKA,South Asia,Lower middle income,2003,73.75
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2003,100.31
Lithuania,LTU,Europe & Central Asia,High income,2003,65.3
Luxembourg,LUX,Europe & Central Asia,High income,2003,107.51
Latvia,LVA,Europe & Central Asia,High income,2003,55.04
"Macao SAR, China",MAC,East Asia & Pacific,High income,2003,85.65
Morocco,MAR,Middle East & North Africa,Lower middle income,2003,79.25
Moldova,MDA,Europe & Central Asia,Upper middle income,2003,94.74
Madagascar,MDG,Sub-Saharan Africa,Low income,2003,74.28
Maldives,MDV,South Asia,Upper middle income,2003,149.41
Mexico,MEX,Latin America & Caribbean,Upper middle income,2003,78.37
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2003,137.33
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2003,73.78
Mali,MLI,Sub-Saharan Africa,Low income,2003,51.13
Malta,MLT,Middle East & North Africa,High income,2003,93.39
Myanmar,MMR,East Asia & Pacific,Lower middle income,2003,72.72
Mongolia,MNG,East Asia & Pacific,Lower middle income,2003,43.67
Mozambique,MOZ,Sub-Saharan Africa,Low income,2003,84.6
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2003,60.85
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2003,125.35
Malawi,MWI,Sub-Saharan Africa,Low income,2003,41.69
Malaysia,MYS,East Asia & Pacific,Upper middle income,2003,80.29
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2003,70.87
New Caledonia,NCL,East Asia & Pacific,High income,2003,71.95
Niger,NER,Sub-Saharan Africa,Low income,2003,47.05
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2003,72.81
